X1,Reviews,Date
1349,"Perfect in everything it does, except in focusing on what divides humans rather than what unites us",12 December 2019
1350,"In an unnamed South Korean city, a family of four (a middle-aged couple and their adult son and daughter) all struggle with low-paying jobs to get by in the cramped basement apartment in which they live. After the son has the good fortune of getting a well-paying job in the home of a wealthy family, his other family members manipulate their way into similar good fortune. Massive chaos follows.Among universally acclaimed films, ""Parasite"" is unique: it is actually worthy of its acclaim. It could be described as bizarrely amazing or amazingly bizarre. Maybe both. The first half succeeds as a farcical comedy before going dramatic with many plot twists and turns, suspense, thrills, and a class war to top it off. The film also wins with its flexibility and mystery as to who are the potential villains. And it has a climax that must be among the best of all time.While most of the dramatic surprises are welcome, some seem unnecessary and over the top (non-spoiler hint: the scene with the aftermath of a huge rainfall); there are also a few false endings. But these pale compared to the film's many assets the best of which is its uniqueness and originality. The cast is great too especially Song Kang-ho as the patriarch of the poor family. His face registers so much pent-up emotion. And director Bong Joon-ho has talents that are comparable to those of Alfred Hitchcock.It is easy to compare ""Parasite"" with last year's ""Burning"", another South Korean film that digs deeply into modern class conflicts in explosive ways. While these are only two examples, it seems South Korean cinema leads the way in acknowledging contemporary class struggles - a problem that has exacerbated everywhere for the past three decades or so. Hopefully, these fine examples will inspire many more film-makers in all countries.",7 December 2019
1351,"I have never seen a movie which shows so skillfully how the poor (literally) tear each other apart in capitalism. But it goes much further than this, is much more creative, and imagines a story way bigger than just a critique of our society.
Starts as satire, turns into a thriller, and ends as splatter / drama / comedy. Brilliant all the way through.
Only the dialogues might take some getting used to for Western audiences at first.",4 December 2019
1352,"GRADE: B+THIS FILM IS HIGHLY RECOMMENDED.IN BRIEF: Brilliantly directed, Parasite is a dark satire about class warfare that burrows into your moviegoing pleasure and doesn't let go.JIM'S REVIEW: Korean director Bong Joon-ho is a very versatile talent whose work is always visionary and highly personal, but not always successful due to his penchant for overstatement. His film subjects most always deal with social issues and oppressive forces against the common man. Yet, his films can range to a host of genres, from horror film to surreal sci-fi to political satire. One cannot easily pigeonhole this director and even his lesser films which become borderline contrived, still contain powerful messages about greed, consumerism, and class struggles.Parasite may be his best film to date. It is a thrilling and complicated tale that keeps the moviegoer guessing its outcome. The film starts out as a dark comedy, then suddenly veers into pure satire before finishing its journey as a crime story. It is an exhilarating ride. Dare I say, very twisted, metaphorically speaking.The literate screenplay by Han Jin-won and co-authored by the director contrasts two Korean families: the Kims, a clan of poor grifters living in squalor in a sub-basement apartment doing menial low-paying jobs just to get by, and the Parks, an affluent and dysfunctional family that take their wealth unwisely for granted. The Kims' work their way into the Parks' lives through their lies and deceptive action, all resulting in tragic events.The script cleverly weaves The Kims' greedy scheming against the Parks' naivety and shallowness to a crescendo of mayhem and violence. The film does have one too many anti-climatic endings and needed a bit more concise storytelling for stronger impact, but Bong Joon-ho masterfully conveys his raging vision of the working class and the elite at war.The cast is wonderful. Song Kang-ho is the impoverished patriarch and Jang Hye-jin is his shrewish wife. Choi Woo-shik is their idealistic son and Park So-dam is their wily daughter. They battle Lee Sun-kyan as a haughty businessman and Cho Yeo-jeong, in a scene-stealing role, as his fragile and dim wife.Strong production values reinforce the sharp divide between the classes. Visually, the dirty and cramped cluttered apartment contrasts dramatically with the sunlit contemporary Architectural Digest prototypes created by designer Ha-jun Lee. Cinematographer Kyung-pyo Hong lenses the two settings, lighting one home in dark umber hues and claustrophobic low angles while using bright intense lighting to imply the stark formal symmetry of the other dwelling in order to establish the imbalance of both families.Parasite is insightful and excels in its execution. Bong Joon-ho creates lasting images that correspond directly to his narratives. His film has much to say about the ongoing power struggle between those who have and those who have not. Simply put, it is one of the year's best films.",8 November 2019
1353,"It's a harmonious asian mixture made of black comedy, thriller and psychological movie. It seems that Korean society offers an appropriate frame for this good movie. Young actors are really beautiful.",7 November 2019
1354,"I feel like I've said this a lot this year, but no matter the quality of the finished product, if I can confidently walk out of the theater and feel genuinely thrilled that I experienced that film in a theater, it's an achievement on its own. In today's ever changing streaming world, it's important to keep the theater experience alive. Parasite does that immensely well. Captivating, thought-provoking, unsettling, but above all entertaining, Parasite is one of the most unique films of the year. Much like Get Out a few Oscar seasons ago, Parasite manages to reach a wide audience with its shocking direction, while also broadening the scope of your brain through its incredible intelligence in storytelling. I'm not completely sure how I feel about the last 20 minutes, otherwise this could be flirting with a 10/10.9.1/10",4 November 2019
1355,"Set against an urban background bathing in pollution, floods, and the North-South tension as an ever-present echo in people's psyches, Bong Joon-Ho achieves a revelation of pure innocence of simple humans that are puppets of their circumstances. The relentless positivity of each studied family, even the little basement couple's, their love and dedication to each other keeps the audience in all the way through. It's hard to point the finger at any of the characters as the victim or the perpetrator, except the outside forces or the cutouts posted in the hiding place of the Housekeeper's husband. A Korean tradition by now, masterfully applied in the Wailing and The Chaser, there is an effective tonal play coating the baseline with humor which intensifies the suspense.",1 November 2019
1356,"Parasite doesn't give a s... about following rules, sticking to the plan or pleasing the viewer
The storyline is thoroughly thought, the characters deeply developed and the element of surprise is constantly around the corner during the second half of the movie. One of the best movies i ve ever seen",29 October 2019
1357,"I had high expectations for this movie, considering it won best picture at Cannes this past year, and it exceeded them. It's a film with thoughtful socioeconomic commentary, as well as an examination of nihilism through the lens of a struggling family. Drawing on the stark lifestyle differences of an upper class Korean family, and another family that is barely making ends meet folding pizza boxes, the audience is able to visualize what a family will do to improve their current financial situation.
Without giving away any spoilers, the movie is packed with hilariously sharp moments, and as an American seeing this movie reading the subtitles may have helped those moments shine even brighter. The intertwining of suspense, humor, and social commentary makes it hard not to be reminded of Jordan Peele's ""Get Out,"" so it's a blast to see it in theaters. At a time when originality is lacking at every corner, ""Parasite"" comes through in nearly every way and should be a lock for best foreign film of the year. I wouldn't be surprised if it generated some best picture buzz as well. Great movie!",29 October 2019
1358,"It's rare to experience stories like this... it really drags you in. I'm surprised, throughout the film, you start to expect what will be next, but it has great twists that wash your expectations out of the ocean.",29 October 2019
1359,"There are many wealthy people who have taken short cuts -- legal or not -- to get their place in society. The Kim family in Seoul is of the underclass, but, they see no issue adopting the 'ethics' of some of the very wealthy to claim a piece for themselves. The Kims are living in a below street level hovel barely scraping by, but they aren't without certain wits and skills.
An opportunity falls in their lap when their son Ki-Woo (Woo-sik Choi) finds himself tutoring a sweet teen daughter (Jung Ziso) or a successful tech entrepreneur Park Dong-Ik (Sun-kyun Lee) and his lovely if simple wife Yeon-Kyo (Yeo-jeong Jo). Before long the Kims all but move into the Parks' spacious architectural marvel of a home (each couple has a male and a female child).
Director Bong Joon-Ho who also co-wrote the screenplay (with Jin Won Han) takes his time to set up the story. As seen in his previous work such as OKJA, SNOWPIERCER, THE HOST and MOTHER, Bong isn't the most formal filmmaker working today. His movies often seem wildly inconsistent in style and tone. Seeming leaps in logic and form abound. But, what makes his work so consistently invigorating and exciting is that if one looks past the seeming chaotic structure, Bong plays fair with the viewer. The extended set-ups are a means to an end. There is a 'Bong Playbook' that he is setting up and he abides by those rules.
PARASITE is an exemplary case of the Bong Playbook. Once the dominoes fall the scabrous satire can cut deeply. Class warfare isn't an original concept in and of itself, but Bong continually upends expectations and circumstances here. Making it all the more interesting is that he doesn't set up the rich Park family as cartoon villains. Heck, they are so banal that one feels more sympathy for them. You shouldn't want them to get their lives disrupted -- but, you also can't help but cheer on the disruptors (the Kims).
Bong takes PARASITE to some dark places and quite visceral places. There's some razor sharp allusions to the works of the great Luis Bunuel (DIARY OF A CHAMBERMAID, VIRIDIANA), Chabrol's (CEREMONIE) as well as, most pointedly, Gorky's The Lower Depths, but, it still remains firmly the work of Bong Joon-Ho. Without a doubt, there are some allusions to provincial matters in South Korean society that will escape domestic viewers, but, Bong's scalpel cuts broadly and deeply enough for most international audiences (it won the Palme D'or at Cannes). It's a wild nasty ride. Take it.",23 October 2019
1360,"Parasite (2019) - 8.6Act 1 - 7.8Act 2 - 8.6Act 3 - 9.5
A down on their luck family living in poverty gain an opportunity when their son gets recommended to be a tutor for a rich family's daughterA chain of recommendations helps him and his family manipulate their way into this family's lifeHuge twist arises about halfway through the movie where it is revealed that the old housekeepers husband has been living in a secret basement in the houseFrom this point forward the movie unravels and is very tenseAfter the incident with the old housekeeper when leaving the house travel down to the garbage and constantly down stairs to indicate they are lowerFlood reminds them of who they really are, people who are poor and using this familyFilm is a commentary on social class and how everybody uses everybody in some way or any other just like a parasiteFilm puts you in the shoes of the poor family and asks you what would you do to get ahead and pull yourself out of povertyFilm shows how far this family goesDirection and screenplay are both excellentThere is no wasted dialogue in this film, everything that is said means something and comes into play later in the filmEverything from the smell of the father to the walker talkies is used at some point in the film, so expertly craftedThere are no throw away lines and the set up for the second half of the film is great and executed very wellEvery actor gives a good to very good performanceAnother great film from Bong Joon Ho that holds your attention from beginning to end",19 October 2019
1361,"There is a real insurmountable hype surrounding Bong Joon-ho's latest film. Playing only in one theater in NYC and it was sold out all weekend. Luckily, I was able to go see an early showing of this film on my day off. The hype is real. I enjoyed this film and was glued to the screen for the entire duration of the film. Its, funny, smart, violent, and socially timely. Whatever, you do please go see Parasite as it is going to be one of the best films of the year and is one of my favorites already.The film is about a poor family who live in a shabby basement and need money and struggle to survive. An opportunity comes for the son of the family as he forges documents and gets a job as a private tutor for a very wealthy family. Soon the rest of his family begin setting up situations where each of them get hired for the family. The family keep their identities hidden but soon come across dark situations and they must go to great lengths to protect their secret and their new found wealth.Bong Jonon-ho's films are usually very well shot and there is no difference here. Everything is so pristine and each small detail tells a story. The script for this film is a mix of comedy and thriller and it works so well. The leading family in this film are desperate and in poverty so you want to identity with them but then you realize that this family do some terrible stuff for their own greed, even if it means hurting innocent people.The film goes into the depths of exploring class differences and the gap between the wealthy and poor. It doesn't matter the country, this is just ever present everywhere. Its underlying and subtle at first but the theme resonates, especially through the patriarch of the family, portrayed by Song Kang-ho. I'm trying to find something to criticize about the film but am struggling to find things I didn't like. It is a fairly long film but it zooms by because of how entertaining it truly is.This is of course the final season of the year and Oscar season is in full swing. Parasite should really be up there with a Best Picture nomination and I'd say is a strong contender for being the best film of the year. Its so mesmerizing in all regards. I might need to check out more South Korean films as I greatly appreciated Burning last year. I'm gonna reiterate, go and see this film.8.5/10",15 October 2019
1362,The film is funny most of the time but i think they were better films to win the oscar...,11 February 2020
1363,"After first half of movie I had my expectations really high, I got some good laughs and thought this would actually be that 8.6 IMDB that I was expecting. But what ever happened during that second half of this movie... I have no idea how this mediocre movie got so many main Oscar nominations. It ain't worth that, plot is nonsense and no matter how much I want, I can't justify it.Movie itself is worth to watch, but there just isn't nothing special here...",31 January 2020
1364,"How could the aristocrat family not know or see how the family who starts working for them is all related. Doesn't that fit the narrative all Koreans loom alike so no one can tell them apart. This movie is kind of a jumbled dark mess going from light hearted fun, to thriller, to gore. I did not like how the story was told or shot. There is not a lot memorable about the film or entertaining. The camera work is very basic and the sound editing could use some work. I just don't see what is so special about this film.",10 February 2020
1365,"Well produced, good entertaining, weird story that stands out of mediocre movies, but is not a masterpiece.Maybe can be different in culture, how korean people show feelings but the mr. kim lacks a lot of emotional depth, they do not sell very well a character full of resentment bursting out and killing his boss, yeah 3 scenes about smell, 2 scenes about crossing the line, and 1 scene talking about chaotic way of living about not creating any plans for the future, is not enough to see the build up of ressentment in the character, lack of expression, lack of close ups, lack of emotional anger, yeah i get it the character is a island, but even if that is true they did not sell well the anger burst, you can see this by how many people that were not convinced about that scene.The kid translate the SOS message and do not talk to any one or do not lead to anywhere, seems like a waste scene, the final about the boy recovering about 2 rock throws in his head feels cheap not constructed, and about dreaming of getting rich and buying the house is a soft ending that feels cheap as well.is not the first movie talking about class struggle, is not the first movie that gets a showdown in the end, is a good movie, is fun, has suspense, has comedy, is surreal, i would still recommend it, but to being a MASTERPIECE still lacks a LOT of depth.",16 January 2020
1366,Absolutely nothing special about this movie! But go ahead and have a look!,21 February 2020
1367,"This is a good film...a one time watch...but, nothing special about it....Just like the other OSCAR Nominated and winner films, the reason behind such a regular film to have such big release, talks and recognition is, it has made fun of Kim jong un and North Korea...just in between the scenes.....this film fall under the category of 'Brag about America or Curse it's enemy'....Again, just a one time watch!!!!",1 February 2020
1368,"This is VERY HIGHLY OVERRATED.
just don't understand what makes this movie so special that it has been appraised so highly. It is not even 10% of the Tamil movies at this level/standard.
People who're praising this movie must start watching Tamil movies instead of Korean, there are so many gems that have gone unnoticed.
There is really nothing special in this movie that stands out.
Cannot digest that an average movie like this has got so much limelight. Btw: Where does this trend start off?",12 January 2020
1369,"This is not about the first half or weird second half of the movie. Personally, I don't like stories that are so ridiculously unbelievable advertised as plausible. A good premise, that turned into a dumb plot twist that worked for the writer director but not me. In the end it made no sense and if all that happened it might have been news worthy but not cinema.",18 January 2020
1370,"It's so good for a movie to make me feel like unseeing the movie<U+270C> or maybe if I were a part in the movie plot I wish to change some decisions and actions , I mean to say I am so into this movie, that I can't sleep without thinking for few days.. Korean movies are making me obsessed with fantasy..",11 August 2019
1371,"Amazing why people love this movie, boring and very poor acting",16 February 2020
1372,I was really excited to watch this movie. When I started watching I was very disappointed that there were subtitles. It's hard for me to really view The characters and action While trying to read subtitles. Hopefully one day It will be dubbed in English. I know that my take a way from the movie for many but it makes a lot easier for me to enjoy it even if the lips aren't synced perfectly to the words. If they can sync English to old movies like Godzilla and Mothra they can certainly sync English to this movie.,11 February 2020
1373,"Of the films in contention this year, I think I would have given Best Director and Best Picture awards to Quentin Tarantino and ONCE UPON A TIME IN HOLLYWOOD - a sly 'revisionist' take on Tinseltown at the far end of its Golden Age. I can see that PARASITE is highly original and filled with ironical social commentary, but Best Picture? Nah.It's hard to write about it without spoilers, but it's a tale of two Korean families, one rich and living in a hilltop mansion, the other struggling in a grimy basement below the bottom of the same hill. Crafty as well as envious, the poor people slowly (a bit too slowly, IMO) infiltrate the lives of the rich folk. When the plutocrats take off for a camping trip, things start to unravel.The theme of the working class subverting the Upper Crust was brilliantly explored in Joseph Losey's THE SERVANT (1963), which did not morph from Social Drama into Horror territory. I think PARASITE has to be judged as a horror movie, since that's where it ends up. Set against the standards of Class-A horrors like PSYCHO and THE EXORCIST, I would not put PARASITE in their league. Good, yes, and clever, beautifully shot and edited (and acted), but not up there with The Best. Sorry!",20 February 2020
1374,"Usually I don't like movies, where i have to read subtitles, because movie is in foreign language, but in this case - i have to say - all in this movie was perfect - actors, directors work, writers...in these 2hours and 12 minutes i was excited to see how the movie will end up.
And I'm glad to say and knew, that this is Oscar winning movie.
Bong Joon Ho have to make a lot of new movies to our next generation.",19 February 2020
1375,This isn't a feel-good movie. It is is the cold harsh reality of whatever the movie's message was. I was too grasped on the story itself to see the bigger picture. That could be the message itself. It really took my perspective of life and twisted it.,19 February 2020
1376,"I enjoyed it. Fun little movie. Not sure what all the Hype is about, though, not even close to movie of the year. Worth a watch for sure.",19 February 2020
1377,"If this film was on the BBC (no adverts) one night I would think it was good fun, well acted, slightly satirical and light as a meringue. Therefore I'd give it 8/10 if asked.
However, this film has been held aloft like Simba by all concerned within the entertainment industry as the 'thing' you need to love and that makes a rebel without a case like me peg my nose.",18 February 2020
1378,"Just seen the film. Yes, it is good piece of cinematography. Telling story of different worlds people live in. Separate social bubbles. But what afterthoughts do we have while leaving the cinema?""The rich get richer and the poor get poorer""? Obvious truths. Nothing new we didn't knew about. Sterile environment of upper class, cockroach life of underprivileged. Dullness of these which have and hopelessness of these which don't. Characters without depth put into roles they were born into.Some symbolism justifying incostinant and improbable plot, but is there enough reason for its application? I see very little.",14 February 2020
1379,"This movie have some very unexpected turns. I found it pretty entertaining to watch. Oscar-worthy? Well, not in my opinion. Don't get me wrong. It's a good movie, not just that good. I found the dialogue between the characters quite exaggerated a lot of the times. All in all, it is a pretty good movie. But not worthy the extreme praise given from a lot of movie critiques, and not really worth the very high rating given here by the users of IMDB.",11 February 2020
1380,"A very different film. Parasite is one of those movies that you'll probably not watch again. Once you've seen it, there is really no need for further viewings. It's not entertaining enough. It has some pretty good twists, but there not like twists in Us, Sixth Sense or Book of Eli where on second viewing things make so much more sense. It's more of a twist like in the first Saw. The movie is also a little slow. The first half is funny though, and it's always very intriguing. Good acting, great cinematography and a good ending. I understand all the hype the movie has and I think it's a good movie, but in my opinion it's not phenomenal.",6 February 2020
1381,"... last year ""they"" came up with ROME : A year in the life of a middle-class family's maid in Mexico City in the early 1970s. ... now arrives this soap-box genre project .... is the world of cinema and snob film festivals becoming so much inclined towards kitsch box-soaped melo dramas ?",4 February 2020
1382,"Despite the fact that at first glance the film seems quite simple, drawing the viewer's interest and slowly moving to mostly comedic elements, after the first hour the situation changes fundamentally.We get to know better both of the families and it becomes clear that there are no characters to root for, no ""good guys"" of the story. The film focuses on ""crossing the line"" which has multiple meanings and is manifested in different ways during the viewing.I don't want to spoil anything, so I definitely recommend watching this closely and then re-visiting this film after some time since it has a lot of brain fuel to keep you busy thinking about it.",5 January 2020
1383,Just watch the movie. trust me. A truly Masterpiece from Bong Joon Ho.,2 January 2020
1384,"It did start off a little slow (or maybe it was me getting used to watching a movie with subtitles for once) and I had no idea what to expect from this movie. But man I did not expect the direction this movie takes at many moments. I found myself jaw dropping, laughing and over all just adoring the choises that were made during the production of this masterpiece.",24 December 2019
1385,"I had no expectations walking into Parasite, but now my love and appreciation for it has breached the stratosphere. This is definitely one of the best movies of 2019, and it's bound to be a classic.It's directed by Bong Joon-ho, he did Snowpiercer (2013) and Okja (2017), and now he's back with Parasite and it is fantastic. From a directing standpoint, this movie is gorgeous. The cinematography is extremely well done. It's just stunning and so metaphorical. There are also sequences in this movie that will shake you and leave you on the edge of your seat.My favourite aspect is the narrative. I love the concept that Parasite is built on and what it explores throughout the movie, with the conflict and contrast between upper and lower cIasses of society. It was just beautiful to watch it play out, with its prevalence within the lives of all the characters, along with how they overcome their difficulties and how they evolve with their circumstances.The characters and performances themselves are also amazing. The entire cast is just perfect in each of their roles and I really hope they get some recognition from the Academy. I don't think many people mentioned the character arcs but I thought that was really well constructed too.The score and sound design by Jeong Jae-il was also perfect in every scenario. It brings scenes from 100 to 1000 and emphasises each tone, emotion and atmosphere.In regards to flaws, I don't think there are any major ones with Parasite. There is one decision made in the third act that I felt could've been better explored to support it. But still it didn't really bother me.Parasite is probably my favourite movie of 2019. It's funny, thrilling, emotional, satirical and hauntingly true. It's delivers everything that makes a movie perfect and shakes you to your core.",7 December 2019
1386,"What a creative film!
I find Parasite as a wonderfully written story with amazing sequences of suspense mixed with a very well added comedy.
What an overwhelmingly finale!, this may be one of the best movies of the year that i've seen by far.",5 December 2019
1387,"I'm not usually a fan of Korean movies, but this one got me very interested from the very beginning, it's not the first time a movie makes us root for someone even though they're not necessarily doing the right thing, but it makes us question once again, what is the right thing? I really loved the representation of society in this one, it shows a whole different side.. even though the family was very poor they still had energy and were clever enough to actually go out and try and change it.
The movie was dramatic, funny, scary in all the right ways.",5 December 2019
1388,"What a masterpiece that was. Being familiar with the korean cinema and the overload of fantasy it carries every time, I wasn't really prepared for this rare gem. It's mix of pretty much every movie genre and a hell of an emotion ride.
It all starts very smooth and simple, kinda funny too as we've been introduced the family. You can easily assume It's a family
comedy drama. So far so good.. From the moment that the boy gets into this rich House and then, mess an chaos surrounded the place. It all turns into a crime, soft thriller mood and It's getting darker and darker until it explodes. I don't wanna say much because it will destroy all the fun. In my opinion you should not read or hear anything about the plot, before seeing this movie. The only useful tip, is good to know is that after the first 15-20 mins, starts a wonderful ride and you will definitely love every single minute of it.
Spoiler ALERT
Here in Greece we say ""The one who always searching for the Big fish, turns out losing and the small one (he already got)"". So never be greedy guys. Be thankful with what you have and always work harder if you wanna do better.
Enjoy the movie guys. Every one has to watch this.
P.L",4 December 2019
1389,"Creative and genuine. Bong Joon-ho makes an astounding story. A clear critic of class struggle, the lose for empathy and a society of hyperconsumption. This film is like a rollercoaster. It mixes a lot of genres so smoothly. Completely worth it.",3 December 2019
1390,"This is without a doubt one of the best movies I saw in 2019. The story is so original, it's funny, it's strange, but it could really happen.",2 December 2019
1391,"I don't want to say too much to give away the plot, but suffice it to say that I have seen lots of films and this one had me at the edge of my seat with my jaw on the floor for most of the movie! I hope you get to see it",2 December 2019
1392,"Instead of talking about the individual positive aspects of this movie, I'm just gonna say that this an excellent movie and will point out a few things that I personally did not enjoy. The main one being; all of the events feeling ridiculously coincidental. Another one is; -still under the coincidentiality umbrella but with a slight twist- a common issue that I tend to realize in above-average-budgeted international movies. They sometimes want to tell too many things when they didn't really need to, which ends up muddying up the overall balance of the main story.An unemployed family of 4 infiltrate into a rich family's household.",2 December 2019
1393,"The manner which the story is being told here, combined with some very intriguing characters, make this one of the best movies of the year. A lot about this film is very well done, from the acting to the shot composition. I also love the social commentary undertones. The ending is a bit unnecessarily violent, but overall this is a very good movie I would say.",30 November 2019
1394,"Bong Joon Ho once again delivers a great film with unexpected twists along the way. Parasite is a film about a poor family of four that slowly but surely worms their way into a rich family, by mostly luck and subtle persuasion. The son becomes an English tutor to the rich girl, the daughter becomes an art therapist to the young boy who can't sit still, the father becomes the driver for the successful man of the house and the mother becomes the housekeeper for the rich family.It's a family affair of course and things are well for a while as their employers are none the wiser. Then the old housekeeper comes back and it's revealed that she has been keeping her husband in the basement for about 4 years. Then, well. Things go downhill from there. There are death and murders. Some accidental, some purposeful. But in the end, I think they had a semi-hopeful ending.",29 November 2019
1395,It did shown us a different but real world between the poor and the rich. I think it is upset that the poor may never have a opportunity to catch up with the rich since they born.,28 November 2019
1396,"The obvious question, which might not have an obvious answer, is who or what is or are the parasites in Parasite? Maybe it is easier to determine who or what is or are the hosts? The first hour plays as though Adam Sandler had directed a Korean version of Upstairs, Downstairs, a tale about the poor serving, or parasitically suckling upon, the rich, separated vertically so those on high do not, or even cannot, observe the filth of the lower classes as they struggle to acquire the most basic necessities, such as a good and free wi-fi signal.The second hour plays as though Sam Peckinpah had directed a Korean version of Upstairs, Downstairs, a tale about desperate times and desperate measures, uncertainty about belonging, and a lesson about the fleetingness of a good situation. The mood of Parasite runs somewhat tangentially to that of A Serious Man, a slightly anarcho-nihilistic tone that despite anyone's good or bad intentions, or even lack of intent entirely, there is a dark hole tugging at the back of our brains whispering sweet somethings of impending, unavoidable, and utterly passionless doom.Given this background, one might argue that there is no message, no meaning to a movie like Parasite. At the least, it is an investigation into whether a host or parasite can change its behavior for the better or for the worse.",27 November 2019
1397,"I'm a fan of Joon-ho Bong's films, although I haven't seen one of his most famous films, ""Memories of Murder."" I was very excited to see this movie with my wife, who, uncharacteristically, was interested in a foreign art film.There's a lot going on in this movie so I am afraid my own exploration of it here, will only scratch the surface of what there is to say about it. I'll only briefly mention the cinematography which is just wonderful. This is Joon-ho unleashed from the bonds of entertainment that are part and parcel with a film that is released on Netflix (Okja) or in American theaters (Snowpiercer.) Here, he can luxuriate with height imagery ranging from subterranean staircases to winding city streets descending into the slums in order to sub-textually communicate ideas to his audience and he does it with subtle panache'.What I think the average movie goer will appreciate most about this film is the dichotomy of humor and terror in the characters, acting, script, and general 'feel' of the film. It is certainly the most jarring turn of atmosphere I have seen in a film this year and one that I like to imagine every one who watches this film will enjoy and experience as a true revelation.The themes of class struggle and survival all writ large in this film. From the beginning where we see the poor as they seek to find the means to sustain their lives by abandoning their true identities to be whatever the rich want them to be in order to glean scraps from their table to the dismissal of the poor for even the hint of an offense rather than actually getting to know them and their place to the desperation of people being asked to sub-exist and their eventual reaction, this film stuns by not only displaying the benefits of a life linked to a wealthy person and the happiness that some find there but also watching that happiness turn to despair as time passes.The humor and joy that is in ""Parasite"" is truly experienced by the audience so that the turn feels true as well when the rug is pulled out. This isn't a horror movie with a dash of humor, or a funny movie with a sprinkle of violent class struggle. It is both, one of the funniest movies I've seen all year and the terror inducing in the same way as the best atmospheric horror that $11.50 at your local cinema can buy.All of this is interesting but, if done too heavy-handed, feels preachy or propagandist. Luckily, Joon-ho knows how to restrain himself from such blunt force methods as having someone scream something like ""Soylent green is people,"" or ""You maniacs, you blew it up."" (boy did CH ever corner the market on that.) By restraining himself it allows the audience to come to conclusions, ask questions, and discuss amongst themselves without the feeling of manipulation. It respects the audience enough to say, ""I'm not going to tell you how to think but check out this funny, crazy, and fantastic situation and let's hear what YOU think.""I imagine there are a host of other interesting reading of this film and that is what makes it so fascinating and gives me some degree of comfort when I call this movie more than a movie. It is Art.Not everyone is into art. I am. If you are too than you should definitely be searching this movie out, supporting it, thinking about it, and discussing it. I know I was thinking about it for days afterward. Weeks now, I guess.",26 November 2019
1398,"The only reason I watched this film was because of the great reception it got at film festivals this year and word of mouth from the indie film scene. I'm not going to lie I don't watch a lot, if any, non-English language films...........don't ask me why I don't know. However after seeing this my world has been opened to the possibilities of other films that could be out there.Bong Joon-ho has directed a bloody fantastic film from start to finish............it is impeccable, I don't have a fault just praise.......His camera work throughout the film is ever changing, there is so much uniqueness to it.........I really don't think I've seen a film like it before. Coupled with some gorgeous cinematography, the film is amazingly beautifully shot............outstanding!!I'm not going to name names with the performances for a couple of reasons, firstly they are all incredible for their own reasons and also the fact that I have pretty much no idea who any of the actors are. That last point is actually a major positive for me because I didn't seem them as actors I just saw them as people on the screen, there wasn't the movie star or famous face that I had to get past.........in all english language films there is a I'm familiarity with those actors. It can sometimes take a while to buy into their performances, but by not knowing any of them it meant I bought into all the characters and their relationships straight away.The story is horrific...........but not in a gruesome way, this is the definition of a smart psychological thriller period. The story of a low-class family of con-artists who invade there way one by one into the lives of a upper-class family is genius, the film definitely deserves its english title. That is the central message of the film i think.......class and the gulf between the classes in society. Its not just spoken in the dialogue but subtly played on throughout the film, building towards a climax at the end. Trust me the end of this film is breath-taking and extremely clever. But not only the end there are so many twists and turns throughout the film that it always keeps you guessing..............especially the basement !!!!!!!The film has everything, tension, comedy, drama, seriousness, addresses societal issues, family relationships, sad endings and happy endings. Plus a lot of Kubrick esque stuff throughout..............However it is definitely its own film by a long long way.I am speechless after watching it and cant wait to watch it again 90% out of 100 it is simply brilliant from start to finish. Bong Joon-ho has opened my world to foreign language films...............my naive little British brain has been blown up. This film as well as its actors deserve all the acclaim and awards attention they get!!",24 November 2019
1399,"I saw the film without any expectation. Sure, I watched the trailer, but thank god it was one of those rare unicorns that show the TONE of the film but do not anticipate the story line. Thank you for THAT, editors!Bong Joon-Ho mastered the art of slow character development, complex world building and creating subtle tension throughout the story... yet I did not know what to expect (remembering MOTHER and SNOWPIERCER). I just knew: there will be a GREAT story inside - and wasn't disappointed.Light, bright images, well constructed use of space and overall clean visuality suck us deeper and deeper into the character's game. They play it bravely, they risk it all. It never gets boring during 2 hours - many unexpected plot twists, executed well with the genre methods of suspense and thriller movies. He uses his main elements well. The story ends at a completely different point (perspective?) than where we started - I had great fun watching it.I am still not sure if there's a political message or social criticism hidden behind it all - for sure it shines a light on individual fate and visible (and invisible!) differences between the rich and the poor.Unexpected, thrilling and a lot to think about!",20 November 2019
1400,"Bong Joon Wo's 'Parasite' is a disturbing yet beautifully woven tale depicting the dehumanizing gap between the haves and have-nots. Metaphorically and figuratively, Ki Tae's family live below the ground of the haves. Their toilet is even higher than their dwelling ground. This is how poor they are. They struggle to barely crawl up to the surface of economic adequacy, resorting to scams and deceptions, scrapping to make ends meet. The seeming victims are the Parks, a well to do family enveloped in the world of luxury and complacency. Much of the depictions of Ki Tae's family members would initially make the audience think of how despicable they are. While the parks are portrayed to be adequately tolerant of the underprivileged as long as their life is not in any way imposed. Slowly but surely the movie unravels. The subtext of hopelessness of classism soon reveals itself, mixed in with a very well thought out plot twists. 'Parasites' shows a world where the underprivileged are too wrapped in their own survival to recognize the trap they are in while the privileged are too busy meandering the labyrinth of western luxury. One of the best movies ever crafted for sure.",19 November 2019
1401,"This should be a nomination for a foreign language Oscar. This is enjoyable and fun but not deserving a 9 or 10. The Asian move ""Farewell "" is a superior movie. This is mostly unbelievable and has a questionable ending sequence but still enjoyable. It is worth seeing and deserves a strong 8 and Oscar consideration.",18 November 2019
